Sr_No,Location_Coordinates,Location,Hospital_Name,Hospital_Category,Hospital_Care_Type,Discipline_Systems_of_Medicine,Address_Original_First_Line,State,District,Subdistrict,Pincode,Telephone,Mobile_Number,Emergency_Num,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Total_Num_Beds,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID,latitude,longitude
18690,"18.8272478, 74.3730083","Koregaon Bhima, Tal.Shirur,",Shri Krishna Hospital,0,0,0,"Koregaon Bhima, Tal.Shirur",Maharashtra,Pune,0,411035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.8272478,74.3730083
18691,"18.8272478, 74.3730083","Home At Post Talegoan, Dhamdhree Bazar Maidan, Tal Shirur",Shubham Hospital and Maternity Home,0,0,0,"Home At Post Talegoan, Dhamdhree Bazar Maidan, Tal Shirur",Maharashtra,Pune,0,411035,0,0,0,0,0,0,0,0,272586,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.8272478,74.3730083
18692,"18.5204303, 73.8567437","Sanghvi Palace Shop No- 6 Opposite Arun Agency Krishna Chowk, New Sanghvi Pune",Sparkle Dental Clinic,0,0,0,"Sanghvi Palace Shop No- 6 Opposite Arun Agency Krishna Chowk, New Sanghvi",Maharashtra,Pune,0,411035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5204303,73.8567437
18693,"18.5484975, 73.7733572","Mumbai, Banglore Highway, Warje, Pune",Vinayak Hospital,0,0,0,"Mumbai, Banglore Highway, Warje",Maharashtra,Pune,0,411035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5484975,73.7733572
18695,"18.4957425, 73.8611312","Near Sai Mandir, Opposite Hotel Panchami, Mukund Nagar, Pune",Ankur Hospital and Diagnostic,0,0,0,"Near Sai Mandir, Opposite Hotel Panchami, Mukund Nagar",Maharashtra,Pune,0,411037,0,0,0,0,0,0,0,0,020    40084418,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.4957425,73.8611312
18698,"18.63671, 73.769192","Sec. No.1, Plot. No.7/8, Pune,",Desai Accident and General Hospital,0,0,0,"Sec. No.1, Plot. No.7/8",Maharashtra,Pune,0,411037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.63671,73.769192
18700,"18.4775848, 73.8572817","Krishna Chambers, Near Laxmi Narayan Theatre, Pune - Satara Road,",Dr. Tekawade Eye Clinic,0,0,0,"Krishna Chambers, Near Laxmi Narayan Theatre, Pune - Satara Road",Maharashtra,Pune,0,411037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.4775848,73.8572817
18701,"18.4876541, 73.8683697","Next To Giridhar Bhavan Mangal Karyalya, 473- 31- B, Gultekdi Pune",Gultekdi Nursing and Maternity Home,0,0,0,"Next To Giridhar Bhavan Mangal Karyalya, 473- 31- B, Gultekdi",Maharashtra,Pune,0,411037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.4876541,73.8683697
18702,"18.4807063, 73.8674808","Todkar Garden( 3Rd Floor), Above South Indian Bank, New Bibwewadi- Kondhwa Road, Bibwewadi Pune",Harsh Hospital,0,0,0,"Todkar Garden( 3Rd Floor), Above South Indian Bank, New Bibwewadi- Kondhwa Road, Bibwewadi",Maharashtra,Pune,0,411037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.4807063,73.8674808
18704,"18.4775848, 73.8572817",Krishna Chambers Laxmi Narayan Theatre Satara Road Pune,Karne Hospital Pvt Ltd,0,0,0,Krishna Chambers Laxmi Narayan Theatre Satara Road,Maharashtra,Pune,0,411037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.4775848,73.8572817
18705,"18.5204303, 73.8567437","585/34, Salisbury Park Mantri Apts- Ii Near Jain Mandir, Pune",Mothercare Hospital,0,0,0,"585/34, Salisbury Park Mantri Apts- Ii Near Jain Mandir",Maharashtra,Pune,0,411037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5204303,73.8567437
18706,"18.5204303, 73.8567437",Box 1405 Salisbury Park Marketyard Post Pune,Pune Adventist Hospital,0,0,0,Box 1405 Salisbury Park Marketyard Post,Maharashtra,Pune,0,411037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5204303,73.8567437
18707,"18.4957425, 73.8611312",157/5 Opp Cpwd Office Mukund Nagar Pune,Ranka Hospital,0,0,0,157/5 Opp Cpwd Office Mukund Nagar,Maharashtra,Pune,0,411037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.4957425,73.8611312
18708,"18.4775848, 73.8572817","Suvery No.691A-1A-1, Ctb No. 1897-B,Beside Big Bazaar,Aaranyeshwar Corner,Pune Satara Road,",Rao Nursing Home,0,0,0,"Suvery No.691A-1A-1, Ctb No. 1897-B,Beside Big Bazaar,Aaranyeshwar Corner,Pune Satara Road",Maharashtra,Pune,0,411037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.4775848,73.8572817
18710,"18.4910978, 73.8581298","114, Adinath Shopping Complex 1St Floor, Poona Satara Road",Shree Balaji Eye Hospital,0,0,0,"114, Adinath Shopping Complex 1St Floor, Poona Satara Road",Maharashtra,Pune,0,411037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.4910978,73.8581298
18713,"18.5204303, 73.8567437","Office No.1, 2, 3, Vastushree Complex, Hxde Park, OppositeSite Market Yard Bus Depot, Pune",Vinnayak Hospital,0,0,0,"Office No.1, 2, 3, Vastushree Complex, Hxde Park, OppositeSite Market Yard Bus Depot",Maharashtra,Pune,0,411037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5204303,73.8567437
18714,"18.4893244, 73.8679694","145, Kothrod Near Shivaji Statue",Anand Medical Foundation Subudh Hospital,0,0,0,"145, Kothrod Near Shivaji Statue",Maharashtra,Pune,0,411038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.4893244,73.8679694
18717,"18.5204303, 73.8567437","Anand-Nilay, First Floor, Near Karve StatueKothrud Pune",Asha Polyclinic,0,0,0,"Anand-Nilay , First Floor, Near Karve Statue ,Kothrud",Maharashtra,Pune,0,411038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5204303,73.8567437
18718,"18.5084726, 73.7913104","Paud Road, Bhusari Colony, Pune- 411038",Borse Hospital,0,0,0,"Paud Road, Bhusari Colony",Maharashtra,Pune,0,411038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5084726,73.7913104
18719,"18.5204303, 73.8567437","Sankalpa Society, 47/3, Paud Road, Opposite Jog Hospital, Pune",Deep Eye Hospital,0,0,0,"Sankalpa Society, 47/3, Paud Road, Opposite Jog Hospital",Maharashtra,Pune,0,411038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5204303,73.8567437
18720,"18.4956151, 73.8110279","Dahanukar Colony, Plot No. 99, Near Cummins India Ltd., Kothrud",Deoyani Hospital - Pune,0,0,0,"Dahanukar Colony, Plot No. 99, Near Cummins India Ltd., Kothrud",Maharashtra,Pune,0,411038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.4956151,73.8110279
18721,"18.5049441, 73.825292","257-258, Karve Road, Near Paud Phata, Pune",Jeevan Sadhana Clinic - Pune,0,0,0,"257-258, Karve Road, Near Paud Phata",Maharashtra,Pune,0,411038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5049441,73.825292
18722,"18.5091826, 73.8216789","46/2B/2, Paud Road Pune - 411038",Jog Hospital,0,0,0,"46/2B/2, Paud Road",Maharashtra,Pune,0,411038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5091826,73.8216789
18723,"18.4950677, 73.8122717","106,Dahanukar Colony 3Rd Lane Kothrud, Pune",Kamal Netra Rugnalaya,0,0,0,"106,Dahanukar Colony 3Rd Lane Kothrud",Maharashtra,Pune,0,411038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.4950677,73.8122717
18724,"18.5050171, 73.7654974",4 Saloni Apartments Opp Joshi Sweets Ldeal Colony Paud Road Pune,Kothrud Eye Clinic,0,0,0,4 Saloni Apartments Opp Joshi Sweets Ldeal Colony Paud Road,Maharashtra,Pune,0,411038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5050171,73.7654974
18728,"18.5011479, 73.825324","2Nd Floor, Yugay Complex, Ganesh Nagar, Erandwana",Nayan Tara Eye Clinic,0,0,0,"2Nd Floor, Yugay Complex, Ganesh Nagar, Erandwana",Maharashtra,Pune,0,411038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5011479,73.825324
18731,"18.5021416, 73.8134371","No. 145, Kothrud, Near Shivaji Statue",Subudh Hospital and Research Center,0,0,0,"No. 145, Kothrud, Near Shivaji Statue",Maharashtra,Pune,0,411038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5021416,73.8134371
18732,"18.5073985, 73.8076504","Shopping Plaza Shop No- 6 Rambaug Colony Near Pallavi Road Pavp Road, Kothrud Pune",Sunny Nursing Home,0,0,0,"Shopping Plaza Shop No- 6 Rambaug Colony Near Pallavi Road Pavp Road, Kothrud",Maharashtra,Pune,0,411038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5073985,73.8076504
18733,"18.5062206, 73.8088221","Gujrat Colony Plot No. 7, Kothrud, Near Vanaz Company, Poud Road",Suryaprabha Nursing Home,0,0,0,"Gujrat Colony Plot No. 7, Kothrud, Near Vanaz Company, Poud Road",Maharashtra,Pune,0,411038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5062206,73.8088221
18734,"18.5108454, 73.8182008","Vinayak, 128/1B, Paud Road, Pune",Vinayak Netralaya - Pune,0,0,0,"Vinayak, 128/1B, Paud Road",Maharashtra,Pune,0,411038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5108454,73.8182008
18736,"18.6771816, 73.8499421","Opposite Pmt Bus Stop, Pune-Nashik Road, Bhosari,",Anand Hospital,0,0,0,"Opposite Pmt Bus Stop, Pune-Nashik Road, Bhosari",Maharashtra,Pune,0,411039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.6771816,73.8499421
18737,"18.5204303, 73.8567437",Near Rupee Co-Bank,Burute Hospital,0,0,0,Near Rupee Co-Bank,Maharashtra,Pune,0,411039,0,0,0,0,0,0,0,0,27122232,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5204303,73.8567437
18739,"18.6268308, 73.8640059","Akanksha, 2Nd Floor,Above Life Line Hopital, Bhosari-Alandi Road, Bhosari, Pune",Dr Raskar Eye Hospital,0,0,0,"Akanksha, 2Nd Floor,Above Life Line Hopital, Bhosari-Alandi Road, Bhosari",Maharashtra,Pune,0,411039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.6268308,73.8640059
18740,"18.6385292, 73.8477874",Hutatma Chawk Near Sbi Bank Bhosari Pune,Lifeline Hospital,0,0,0,Hutatma Chawk Near Sbi Bank Bhosari,Maharashtra,Pune,0,411039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.6385292,73.8477874
18741,"18.6218553, 73.8508352","D.M. Chamber, Poona Nshik Highway, Bhosari",Mankikar Hospital For Children and Lab,0,0,0,"D.M. Chamber, Poona Nshik Highway, Bhosari",Maharashtra,Pune,0,411039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.6218553,73.8508352
18743,"18.6286266, 73.8518209","Jay Ganesh Samrajya, C-Wing Opp Panjarpol Pune -Nashik Road, Bhosari, Pune",Pataskar Hospital,0,0,0,"Jay Ganesh Samrajya, C-Wing Opp Panjarpol Pune -Nashik Road, Bhosari",Maharashtra,Pune,0,411039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.6286266,73.8518209
18744,"19.95437, 73.830506","Gandhi Building, 1St Floor, Pune Nashik Road",Patil Eye Hospital,0,0,0,"Gandhi Building, 1St Floor, Pune Nashik Road",Maharashtra,Pune,0,411039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,19.95437,73.830506
18745,"18.6141133, 73.7726814","Kalewadi Phata, Opp Rhythm Society, Thergaon Pune",Phoenix Hospital,0,0,0,"Kalewadi Phata, Opp Rhythm Society, Thergaon",Maharashtra,Pune,0,411039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.6141133,73.7726814
18746,"18.6162182, 73.8487527","Near Centuri Enka Colony No. 3, Pune-Nashik Road, Bhosari",Pritam Hospital,0,0,0,"Near Centuri Enka Colony No. 3, Pune-Nashik Road, Bhosari",Maharashtra,Pune,0,411039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.6162182,73.8487527
18747,"18.6195835, 73.8501883","Near Bank Of Maharashtra, Landewadi, Bhosari, Pune",Saidham Hospital,0,0,0,"Near Bank Of Maharashtra, Landewadi, Bhosari",Maharashtra,Pune,0,411039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.6195835,73.8501883
18748,"18.6207784, 73.8505578","Nagdeo Tower,Pune - Nashik Road,Bhosari,Pune",Sainath Orthopaedic Hospital,0,0,0,"Nagdeo Tower,Pune - Nashik Road,Bhosari",Maharashtra,Pune,0,411039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.6207784,73.8505578
18750,"18.5204303, 73.8567437","Shop No- 2 & 3, Lower Gr Floor, Janai Height, Pmt Chowk, Pune",Swastik Dental Care,0,0,0,"Shop No- 2 & 3, Lower Gr Floor, Janai Height, Pmt Chowk",Maharashtra,Pune,0,411039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5204303,73.8567437
18752,"18.4858699, 73.9058534","59/6, Azad Nagar Wanowarie","Grant Medical Foundation, Ruby Hall Clinic - Wanowarie - Pune",0,0,0,"59/6, Azad Nagar Wanowarie",Maharashtra,Pune,0,411040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.4858699,73.9058534
18753,"18.4828904, 73.9016832","Shop No-38(1),Sacred Heart Town Market,Wanowrie,Pune",Smiles Dental Speciality and Implant Centre,0,0,0,"Shop No-38(1),Sacred Heart Town Market,Wanowrie",Maharashtra,Pune,0,411040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.4828904,73.9016832
18754,"18.1661487, 74.5970527","Avdhoot Plaza,Near Ajinkya Market,Bhigwan Road,Baramati",Atole Accident Hospital,0,0,0,"Avdhoot Plaza,Near Ajinkya Market,Bhigwan Road,Baramati",Maharashtra,Pune,0,411041,0,0,0,0,0,0,0,0,220769,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.1661487,74.5970527
18759,"18.5204303, 73.8567437","201, 202, Panna Chambers, Swargate Corner, Pune",Dr Patil Eye Clinic and Hospital,0,0,0,"201, 202, Panna Chambers, Swargate Corner",Maharashtra,Pune,0,411042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5204303,73.8567437
18760,"18.5010536, 73.5137654","Patil Wada, Shubhang Park Building, Pirangut Bus Stop, Mulshi, Pune",Indira Nursing Home,0,0,0,"Patil Wada, Shubhang Park Building, Pirangut Bus Stop, Mulshi",Maharashtra,Pune,0,411042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5010536,73.5137654
18761,"18.5090808, 73.8730012","623, Ganj Peth, Mahatma Phule Peth, Pune",Pune Diagnostic Center,0,0,0,"623, Ganj Peth, Mahatma Phule Peth",Maharashtra,Pune,0,411042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5090808,73.8730012
18762,"18.5019469, 73.8662917","314, Ghorpadepeth, Pune",Sai Diagnostic Center,0,0,0,"314, Ghorpadepeth",Maharashtra,Pune,0,411042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5019469,73.8662917
18763,"18.501036, 73.8668409",408/1 Ghorpade Peth Shankar Seth Road,Sharda Clinic,0,0,0,408/1 Ghorpade Peth Shankar Seth Road,Maharashtra,Pune,0,411042,0,0,0,0,0,0,0,0,020  26452292,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.501036,73.8668409
18764,"18.5010536, 73.5137654","At Post Pirangut, Near Grampanchayat Office, Taluka Mulshi Pune",Shushrusha Dr Lalbegi General and Maternity Home,0,0,0,"At Post Pirangut, Near Grampanchayat Office, Taluka Mulshi",Maharashtra,Pune,0,411042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.5010536,73.5137654
18765,"18.462123, 73.8582062","Pune-Satara Rd, Dhankawadi, Pune",Bharati Hospital And Research Center,0,0,0,"Pune-Satara Rd, Dhankawadi",Maharashtra,Pune,0,411043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.462123,73.8582062
18766,"18.457314, 73.852319","Bharati Vidyapeeth, Dhankawadi, Pune",Bvmfs Bharti Hospital and Research Center,0,0,0,"Bharati Vidyapeeth, Dhankawadi",Maharashtra,Pune,0,411043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.457314,73.852319
18767,"18.4650919, 73.8553898","Dhanakwadi, Main Road Dhankwadi",Dr Patwardhan Hospital,0,0,0,"Dhanakwadi, Main Road Dhankwadi",Maharashtra,Pune,0,411043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.4650919,73.8553898
18769,"18.4616211, 73.8505315","Sr.No.22, Plot No.49,Balajinagar, Behind Ellora Palace, Dhankawadi, Pune,",Pawar Hospital,0,0,0,"Sr.No.22, Plot No.49,Balajinagar, Behind Ellora Palace, Dhankawadi",Maharashtra,Pune,0,411043,0,0,0,0,0,0,0,0,020  24373196,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.4616211,73.8505315
18771,"18.4775848, 73.8572817","Rajdhani Complex, Next To Shankar Maharaj Math, Pune Satara Road",Unity Ortho And Eye Hospital - Pune,0,0,0,"Rajdhani Complex, Next To Shankar Maharaj Math, Pune Satara Road",Maharashtra,Pune,0,411043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.4775848,73.8572817
18772,"18.4775848, 73.8572817","Pune-Satara Road, OppositeKakade Jewellers, Dhanakawadi",Vimal Nursing Home,0,0,0,"Pune-Satara Road, OppositeKakade Jewellers, Dhanakawadi",Maharashtra,Pune,0,411043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.4775848,73.8572817
18773,"19.0429578, 72.8417775","2Nd Floor, Santbhoomi Coop Society,",Ameya Netralaya (Eye Hospital),0,0,0,"2Nd Floor, Santbhoomi Coop Society",Maharashtra,Pune,0,411044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,19.0429578,72.8417775
18774,"18.6485756, 73.7647023","Sector No:26, Hutatma Chowk,Bradhikaran,Near Akurdi Railway Station.",Anand Hospital Managed By Foresight Hospital,0,0,0,"Sector No:26, Hutatma Chowk,Bradhikaran,Near Akurdi Railway Station",Maharashtra,Pune,0,411044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,18.6485756,73.7647023
18775,"19.1168918, 72.9103201","Agarwal Chambers, Opp Nigdi Busstop, Pune- Bombay High Way",Badade Hospital,0,0,0,"Agarwal Chambers, Opp Nigdi Busstop, Pune- Bombay High Way",Maharashtra,Pune,0,411044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,27,521,19.1168918,72.9103201
